transaction_id,product_id,location_id,transaction_type,quantity,unit_cost,transaction_date,reference_number,created_by_user
TRX-00920,CAB-PCC-4515,TOR-CAN-33,TRANSFER,49,325.14,06-Mar-25,TR-2025-8848,QA
TRX-00921,ELE-SELL-1101,KAN-USA-1,ISSUE,-70,463.47,26-Feb-25,SO-2025-2684,admin
TRX-00922,ELE-PES-2645,TOK-JAP-886,RECEIPT,139,583.41,26-Feb-25,PO-2025-1115,clerk
TRX-00923,LIG-ULS-6122,PAR-FRA-55,RECEIPT,75,85.75,02-Jul-25,PO-2025-0284,manager
TRX-00924,ELE-SELL-1101,CAI-EGY-15,RECEIPT,145,151.28,31-Jul-25,PO-2025-1629,admin
TRX-00925,CAB-SCC-8973,PAR-FRA-55,ISSUE,-69,463.47,07-Mar-25,SO-2025-5203,clerk
TRX-00926,ELE-PES-2645,PAR-FRA-55,RECEIPT,29,361.57,09-Apr-25,PO-2025-4046,clerk
TRX-00927,CAB-VCS-9964,SHG-CHN-77,ISSUE,-45,37.04,04-Jul-25,SO-2025-8399,QA
TRX-00928,ELE-PERP-5958,CAI-EGY-15,RECEIPT,34,463.47,21-Apr-25,PO-2025-8599,manager
TRX-00929,CAB-SCLL-8561,TOK-JAP-886,RECEIPT,105,174.13,28-Feb-25,PO-2025-2498,manager
TRX-00930,ELE-UEH-9223,BNG-IN-91,RECEIPT,96,583.41,11-Feb-25,PO-2025-7541,manager
TRX-00931,CAB-PCH-8909,MUM-IN-91,RECEIPT,140,518.05,07-Apr-25,PO-2025-9604,clerk
TRX-00932,ELE-PES-2645,JUA-MEX-52,TRANSFER,-22,385.05,02-Jun-25,TR-2025-3187,clerk
TRX-00933,CAB-SCS-9865,CAI-EGY-15,RECEIPT,55,385.05,04-Mar-25,PO-2025-4428,manager
TRX-00934,ELE-PES-2645,HYD-IN-91,ISSUE,-38,37.04,25-Mar-25,SO-2025-9469,clerk
TRX-00935,ELE-SELL-1101,HYD-IN-91,ISSUE,-75,37.04,05-Apr-25,SO-2025-6518,QA
TRX-00936,LIG-HLR-7050,LON-UK-44,TRANSFER,43,135.45,28-Mar-25,TR-2025-2458,clerk
TRX-00937,ELE-PEH-4958,TOK-JAP-886,ISSUE,-42,27.58,06-Jul-25,SO-2025-3332,clerk
TRX-00938,ELE-PER-6577,SYD-AUS-81,ISSUE,-72,430.64,05-Jun-25,SO-2025-8531,admin
TRX-00939,ELE-SELL-1101,SHG-CHN-77,ISSUE,-24,151.28,06-Jun-25,SO-2025-3066,QA
TRX-00940,CAB-PCH-1719,SHG-CHN-77,RECEIPT,50,583.41,13-Mar-25,PO-2025-9908,admin
TRX-00941,ELE-HES-5663,MUN-GER-49,RECEIPT,111,430.64,10-Jun-25,PO-2025-6657,manager
TRX-00942,CAB-VCLL-5346,MUM-IN-91,ISSUE,-5,174.13,01-Mar-25,SO-2025-8842,manager
TRX-00943,ELE-PES-2645,PAR-FRA-55,TRANSFER,49,361.57,02-Mar-25,TR-2025-9955,QA
TRX-00944,CAB-HCC-1231,MUM-IN-91,ISSUE,-19,430.64,25-Jul-25,SO-2025-0079,clerk
TRX-00945,LIG-SLS-8587,SHG-CHN-77,TRANSFER,45,151.28,11-Apr-25,TR-2025-0943,admin
TRX-00946,ELE-DEH-2427,KAN-USA-1,TRANSFER,-20,70.3,08-May-25,TR-2025-5493,QA
TRX-00947,CAB-SCH-4757,CAI-EGY-15,ISSUE,-28,151.28,01-May-25,SO-2025-9799,admin
TRX-00948,ELE-SELL-1101,PAR-FRA-55,ISSUE,-44,151.28,24-Jun-25,SO-2025-9591,clerk
TRX-00949,ELE-UEC-5782,JUA-MEX-52,TRANSFER,16,230.61,01-Aug-25,TR-2025-7570,admin
TRX-00950,CAB-SCC-9497,CAI-EGY-15,RECEIPT,68,47.78,21-Mar-25,PO-2025-9150,QA
TRX-00951,ELE-PES-8672,LON-UK-44,ISSUE,-32,70.3,24-Apr-25,SO-2025-7754,clerk
TRX-00952,ELE-SELL-1101,MOS-RUS-92,ISSUE,-32,47.78,22-Feb-25,SO-2025-6746,clerk
TRX-00953,CAB-PCH-7464,KAN-USA-1,RECEIPT,78,174.13,30-Jun-25,PO-2025-9421,QA
TRX-00954,ELE-PES-2645,KAN-USA-1,TRANSFER,-32,447.51,26-Feb-25,TR-2025-0649,clerk
TRX-00955,LIG-VLLL-7411,JUA-MEX-52,TRANSFER,-7,385.05,17-Jun-25,TR-2025-6496,admin
TRX-00956,ELE-SELL-1101,MUN-GER-49,TRANSFER,18,83.65,02-Jul-25,TR-2025-6411,manager
TRX-00957,CAB-PCS-1095,SHG-CHN-77,ISSUE,-92,174.13,24-Feb-25,SO-2025-5628,QA
TRX-00958,LIG-ULCM-4821,MOS-RUS-92,TRANSFER,-6,325.14,18-Feb-25,TR-2025-6119,admin
TRX-00959,ELE-PES-2645,CAI-EGY-15,TRANSFER,41,47.78,18-Mar-25,TR-2025-0032,clerk
TRX-00960,CAB-PCC-4723,MUM-IN-91,ISSUE,-43,47.78,12-Jul-25,SO-2025-1871,manager
TRX-00961,ELE-SELL-1101,MUN-GER-49,TRANSFER,15,70.3,22-May-25,TR-2025-9833,admin
TRX-00962,LIG-ULS-5222,MOS-RUS-92,ISSUE,-34,27.58,24-Apr-25,SO-2025-0739,QA
TRX-00963,ELE-PES-2645,SHG-CHN-77,ISSUE,-17,165.02,10-Jul-25,SO-2025-1552,clerk
TRX-00964,CAB-HCRP-1461,TOK-JAP-886,TRANSFER,46,151.28,30-Jun-25,TR-2025-2312,QA
TRX-00965,LIG-PLC-3001,TOK-JAP-886,TRANSFER,68,27.58,27-May-25,TR-2025-1858,admin
TRX-00966,ELE-PES-2645,KAN-USA-1,TRANSFER,-34,37.04,08-Aug-25,TR-2025-2587,manager
TRX-00967,CAB-PCS-2592,KAN-USA-1,RECEIPT,52,151.28,15-Feb-25,PO-2025-0219,admin
TRX-00968,ELE-PES-2645,BNG-IN-91,ISSUE,-17,430.64,30-Apr-25,SO-2025-9456,admin
TRX-00969,ELE-SELL-1101,JUA-MEX-52,RECEIPT,41,447.51,02-Aug-25,PO-2025-4885,clerk
TRX-00970,CAB-VCRP-9138,HYD-IN-91,ISSUE,-15,37.04,08-Apr-25,SO-2025-0765,QA
TRX-00971,ELE-PES-2645,TOK-JAP-886,ISSUE,-89,27.58,20-Jul-25,SO-2025-3648,admin
TRX-00972,CAB-PCH-8909,CAI-EGY-15,ISSUE,-90,135.45,19-Apr-25,SO-2025-0082,admin
TRX-00973,ELE-SELL-1101,JUA-MEX-52,RECEIPT,115,135.45,27-Jun-25,PO-2025-0372,manager
TRX-00974,CAB-SCS-7166,KAN-USA-1,TRANSFER,33,135.45,22-May-25,TR-2025-2794,manager
TRX-00975,LIG-HLC-8466,MUN-GER-49,TRANSFER,-9,463.47,12-Jun-25,TR-2025-4350,QA
TRX-00976,ELE-PEH-4958,KAN-USA-1,RECEIPT,107,174.13,22-Apr-25,PO-2025-2833,QA
TRX-00977,CAB-PCH-7464,MUN-GER-49,ISSUE,-56,135.45,10-Apr-25,SO-2025-7601,clerk
TRX-00978,ELE-PES-2645,SHG-CHN-77,RECEIPT,135,385.05,31-Jul-25,PO-2025-8611,QA
TRX-00979,LIG-HLS-6207,HYD-IN-91,TRANSFER,50,70.3,25-Apr-25,TR-2025-3716,manager
TRX-00980,CAB-UCR-3301,SYD-AUS-81,RECEIPT,93,37.04,24-May-25,PO-2025-3565,QA
TRX-00981,ELE-SELL-1101,SYD-AUS-81,ISSUE,-41,230.61,03-Apr-25,SO-2025-4468,admin
TRX-00982,LIG-PLR-3427,SYD-AUS-81,TRANSFER,-57,518.05,10-Jul-25,TR-2025-0380,QA
TRX-00983,ELE-PES-8672,SHG-CHN-77,TRANSFER,31,518.05,16-Mar-25,TR-2025-5132,QA
TRX-00984,ELE-HEC-6391,KAN-USA-1,RECEIPT,101,151.28,28-Jul-25,PO-2025-6263,clerk
TRX-00985,CAB-SCCM-6609,BNG-IN-91,ISSUE,-83,174.13,28-Jun-25,SO-2025-3862,admin
TRX-00986,ELE-SELL-1101,KAN-USA-1,RECEIPT,137,325.14,14-Feb-25,PO-2025-3613,clerk
TRX-00987,LIG-DLS-2315,TOK-JAP-886,RECEIPT,133,583.41,23-May-25,PO-2025-0537,manager
TRX-00988,CAB-DCH-5483,SYD-AUS-81,ISSUE,-12,447.51,10-Apr-25,SO-2025-3796,QA
TRX-00989,ELE-PES-2645,KAN-USA-1,TRANSFER,-15,361.57,04-Aug-25,TR-2025-4159,QA
TRX-00990,CAB-UCH-4919,PAR-FRA-55,RECEIPT,23,165.02,02-May-25,PO-2025-4997,manager
TRX-00991,ELE-PES-2645,PAR-FRA-55,TRANSFER,66,145.14,13-Feb-25,TR-2025-3903,clerk
TRX-00992,ELE-UEH-9223,CAI-EGY-15,ISSUE,-55,47.78,09-Jun-25,SO-2025-6533,admin
TRX-00993,ELE-PES-2645,TOK-JAP-886,TRANSFER,-44,27.58,05-Apr-25,TR-2025-5321,clerk
TRX-00994,LIG-HLS-7522,TOR-CAN-33,RECEIPT,80,230.61,18-Jul-25,PO-2025-0892,clerk
TRX-00995,ELE-SELL-1101,SHG-CHN-77,TRANSFER,10,135.45,10-May-25,TR-2025-3384,admin
TRX-00996,ELE-PER-6577,BNG-IN-91,ISSUE,-57,325.14,07-Jun-25,SO-2025-1845,QA
TRX-00997,CAB-PCC-3927,JUA-MEX-52,TRANSFER,-28,463.47,21-Apr-25,TR-2025-2379,clerk
TRX-00998,ELE-PES-2645,SHG-CHN-77,ISSUE,-22,27.58,15-Jul-25,SO-2025-3310,manager
TRX-00999,LIG-ULS-6122,SHG-CHN-77,TRANSFER,-48,145.14,20-Jul-25,TR-2025-9443,admin
TRX-01000,CAB-HCRP-6846,CAI-EGY-15,TRANSFER,-16,518.05,25-Feb-25,TR-2025-5786,QA
TRX-01001,ELE-PES-2645,KAN-USA-1,ISSUE,-42,165.02,18-Apr-25,SO-2025-2724,admin
TRX-01002,ELE-PERP-5958,MOS-RUS-92,RECEIPT,140,70.3,22-Jun-25,PO-2025-8041,manager
TRX-01003,LIG-ULRP-1925,DBN-SA-70,TRANSFER,-15,37.04,24-Jul-25,TR-2025-1835,admin
TRX-01004,ELE-PES-2645,SYD-AUS-81,RECEIPT,62,518.05,06-Apr-25,PO-2025-3414,admin
TRX-01005,CAB-HCLL-1597,DBN-SA-70,RECEIPT,61,325.14,06-Mar-25,PO-2025-8416,clerk
TRX-01006,ELE-PES-2645,LON-UK-44,RECEIPT,94,230.61,01-May-25,PO-2025-0561,manager
TRX-01007,CAB-PCC-4515,PAR-FRA-55,TRANSFER,-49,145.14,11-Jul-25,TR-2025-6360,manager
TRX-01008,ELE-SELL-1101,SYD-AUS-81,RECEIPT,44,463.47,20-May-25,PO-2025-9075,manager
TRX-01009,LIG-PLR-3623,MUN-GER-49,ISSUE,-36,174.13,12-Jul-25,SO-2025-4588,admin
TRX-01010,CAB-VCS-9964,MUM-IN-91,TRANSFER,50,463.47,30-Jun-25,TR-2025-1762,manager
TRX-01011,ELE-PEH-4958,SHG-CHN-77,RECEIPT,62,70.3,25-Apr-25,PO-2025-3191,manager
TRX-01012,ELE-SELL-1101,MUN-GER-49,RECEIPT,30,83.65,10-May-25,PO-2025-9497,manager
TRX-01013,CAB-SCH-1731,MUN-GER-49,RECEIPT,15,518.05,26-Feb-25,PO-2025-3281,clerk
TRX-01014,ELE-PES-2645,JUA-MEX-52,RECEIPT,146,447.51,11-Jul-25,PO-2025-3930,manager
TRX-01015,LIG-ULS-5285,JUA-MEX-52,TRANSFER,11,361.57,12-Apr-25,TR-2025-4601,admin
TRX-01016,CAB-SCC-9497,JUA-MEX-52,ISSUE,-95,463.47,19-Apr-25,SO-2025-0537,clerk
TRX-01017,ELE-PES-2645,HYD-IN-91,TRANSFER,29,135.45,12-Apr-25,TR-2025-1629,manager
TRX-01018,LIG-HLC-2172,MUN-GER-49,ISSUE,-13,165.02,31-Mar-25,SO-2025-0831,manager
TRX-01019,CAB-DCLL-1368,KAN-USA-1,RECEIPT,58,37.04,24-May-25,PO-2025-0057,clerk
TRX-01020,ELE-SELL-1101,MUN-GER-49,TRANSFER,-40,447.51,23-Apr-25,TR-2025-6816,manager
TRX-01021,CAB-PCH-1719,SHG-CHN-77,ISSUE,-34,385.05,22-Mar-25,SO-2025-7525,admin
TRX-01022,ELE-PES-2645,JUA-MEX-52,TRANSFER,-53,230.61,21-May-25,TR-2025-8544,admin
TRX-01023,LIG-SLR-2740,SHG-CHN-77,RECEIPT,135,325.14,19-Mar-25,PO-2025-7557,manager
TRX-01024,ELE-SELL-1101,JUA-MEX-52,RECEIPT,143,165.02,05-Mar-25,PO-2025-2248,admin
TRX-01025,CAB-PCS-5789,HYD-IN-91,RECEIPT,81,85.75,14-Apr-25,PO-2025-0585,clerk
TRX-01026,ELE-PES-2645,CAI-EGY-15,ISSUE,-42,70.3,08-Apr-25,SO-2025-0842,manager
TRX-01027,ELE-SES-2322,KAN-USA-1,TRANSFER,-28,430.64,07-Aug-25,TR-2025-5237,clerk
TRX-01028,CAB-VCLL-5346,TOK-JAP-886,TRANSFER,41,447.51,06-Jul-25,TR-2025-3510,admin
TRX-01029,ELE-PEH-4958,JUA-MEX-52,TRANSFER,10,165.02,12-Apr-25,TR-2025-7763,manager
TRX-01030,ELE-SELL-1101,LON-UK-44,ISSUE,-24,447.51,29-Jul-25,SO-2025-7373,clerk
TRX-01031,LIG-HLCM-9594,MOS-RUS-92,ISSUE,-80,447.51,25-Mar-25,SO-2025-8298,admin
TRX-01032,CAB-SCS-3360,MUM-IN-91,ISSUE,-55,165.02,03-Jul-25,SO-2025-3265,manager
TRX-01033,ELE-PES-2645,HYD-IN-91,ISSUE,-11,230.61,24-Mar-25,SO-2025-7225,QA
TRX-01034,ELE-PES-2645,PAR-FRA-55,TRANSFER,5,151.28,02-May-25,TR-2025-2242,admin
TRX-01035,ELE-DEH-2427,PAR-FRA-55,ISSUE,-29,70.3,06-Aug-25,SO-2025-6465,admin
TRX-01036,CAB-SCH-9306,LON-UK-44,RECEIPT,130,463.47,19-Jun-25,PO-2025-7943,QA
TRX-01037,ELE-SELL-1101,HYD-IN-91,ISSUE,-94,447.51,27-Apr-25,SO-2025-2258,QA
TRX-01038,CAB-SCS-9865,KAN-USA-1,ISSUE,-32,430.64,07-Mar-25,SO-2025-9117,clerk
TRX-01039,ELE-PEH-4958,MUN-GER-49,RECEIPT,70,145.14,08-Apr-25,PO-2025-2250,admin
TRX-01040,ELE-SELL-1101,JUA-MEX-52,RECEIPT,50,385.05,13-Apr-25,PO-2025-1322,QA
TRX-01041,LIG-ULH-8466,BNG-IN-91,ISSUE,-31,151.28,14-Feb-25,SO-2025-8175,manager
TRX-01042,ELE-PES-2645,SHG-CHN-77,ISSUE,-70,430.64,05-Apr-25,SO-2025-4962,admin
TRX-01043,CAB-PCH-8909,TOK-JAP-886,TRANSFER,19,518.05,19-Jun-25,TR-2025-0209,clerk
TRX-01044,ELE-PEH-4958,TOR-CAN-33,ISSUE,-95,151.28,23-Jun-25,SO-2025-3872,QA
TRX-01045,ELE-PER-6577,PAR-FRA-55,RECEIPT,126,145.14,20-May-25,PO-2025-9961,admin
TRX-01046,ELE-SELL-1101,SHG-CHN-77,TRANSFER,14,230.61,18-Mar-25,TR-2025-4635,admin
TRX-01047,LIG-ULC-4840,CAI-EGY-15,RECEIPT,67,174.13,21-Jul-25,PO-2025-7615,QA
TRX-01048,CAB-DCCM-9513,TOR-CAN-33,ISSUE,-70,447.51,16-Apr-25,SO-2025-9416,QA
TRX-01049,ELE-PEH-4958,TOK-JAP-886,RECEIPT,38,583.41,21-Mar-25,PO-2025-1615,QA
TRX-01050,ELE-PES-2645,HYD-IN-91,ISSUE,-70,85.75,09-Mar-25,SO-2025-9322,admin
TRX-01051,CAB-SCH-7692,TOK-JAP-886,RECEIPT,97,230.61,28-Apr-25,PO-2025-1180,QA
TRX-01052,ELE-PES-2645,SHG-CHN-77,ISSUE,-30,518.05,23-Apr-25,SO-2025-7495,QA
TRX-01053,ELE-SELL-1101,TOR-CAN-33,TRANSFER,-17,165.02,25-Mar-25,TR-2025-7210,admin
TRX-01054,CAB-PCH-7464,TOR-CAN-33,RECEIPT,133,37.04,02-May-25,PO-2025-3066,admin
TRX-01055,ELE-PEH-4958,TOR-CAN-33,RECEIPT,12,463.47,08-May-25,PO-2025-6682,clerk
TRX-01056,ELE-SELL-1101,MUM-IN-91,RECEIPT,115,70.3,29-Apr-25,PO-2025-4795,manager
TRX-01057,CAB-PCC-4723,PAR-FRA-55,TRANSFER,-36,447.51,03-Aug-25,TR-2025-5662,admin
TRX-01058,ELE-PES-2645,MUN-GER-49,RECEIPT,77,70.3,06-Jun-25,PO-2025-3398,manager
TRX-01059,LIG-ULRP-5976,JUA-MEX-52,ISSUE,-33,151.28,14-Jul-25,SO-2025-5901,clerk
TRX-01060,ELE-SELL-1101,TOK-JAP-886,RECEIPT,92,385.05,09-May-25,PO-2025-3443,clerk
TRX-01061,CAB-SCCM-4572,PAR-FRA-55,TRANSFER,-64,430.64,21-May-25,TR-2025-9912,QA
TRX-01062,ELE-PES-2645,MOS-RUS-92,TRANSFER,-66,385.05,08-Apr-25,TR-2025-1285,clerk
TRX-01063,CAB-VCS-1447,LON-UK-44,TRANSFER,16,518.05,26-Feb-25,TR-2025-6238,QA
TRX-01064,ELE-SELL-1101,HYD-IN-91,ISSUE,-29,27.58,17-Feb-25,SO-2025-5903,QA
TRX-01065,ELE-PEH-4958,TOK-JAP-886,ISSUE,-82,430.64,16-Jun-25,SO-2025-9819,admin
TRX-01066,CAB-PCS-9092,MUN-GER-49,RECEIPT,29,37.04,08-Mar-25,PO-2025-5439,admin
TRX-01067,ELE-SELL-1101,SHG-CHN-77,RECEIPT,27,583.41,12-Apr-25,PO-2025-9981,manager
TRX-01068,LIG-HLS-7307,TOK-JAP-886,TRANSFER,18,47.78,10-Aug-25,TR-2025-0112,QA
TRX-01069,ELE-PES-2645,JUA-MEX-52,RECEIPT,148,27.58,25-Jun-25,PO-2025-3702,QA
TRX-01070,CAB-PCC-3927,MOS-RUS-92,TRANSFER,31,85.75,10-Jul-25,TR-2025-4699,manager
TRX-01071,ELE-SELL-1101,MOS-RUS-92,TRANSFER,-64,447.51,05-Jul-25,TR-2025-0160,QA
TRX-01072,CAB-SCC-9497,MUM-IN-91,ISSUE,-26,145.14,06-Apr-25,SO-2025-2794,clerk
TRX-01073,ELE-PEH-4958,HYD-IN-91,RECEIPT,107,463.47,01-Mar-25,PO-2025-8152,QA
TRX-01074,CAB-DCCM-8680,PAR-FRA-55,TRANSFER,-68,518.05,11-Feb-25,TR-2025-4841,QA
TRX-01075,ELE-PER-3055,CAI-EGY-15,RECEIPT,74,151.28,19-Jun-25,PO-2025-2735,QA
TRX-01076,LIG-ULS-5222,LON-UK-44,RECEIPT,105,70.3,14-Apr-25,PO-2025-6110,admin
TRX-01077,ELE-SELL-1101,TOK-JAP-886,RECEIPT,143,230.61,14-Jun-25,PO-2025-6100,clerk
TRX-01078,CAB-SCH-9306,SHG-CHN-77,RECEIPT,30,83.65,13-May-25,PO-2025-0583,QA
TRX-01079,ELE-PES-2645,JUA-MEX-52,TRANSFER,55,325.14,14-May-25,TR-2025-5736,clerk
TRX-01080,CAB-PCH-1719,TOR-CAN-33,RECEIPT,55,385.05,24-Jul-25,PO-2025-8048,clerk
TRX-01081,ELE-SES-2322,CAI-EGY-15,ISSUE,-16,463.47,01-May-25,SO-2025-0834,clerk
TRX-01082,LIG-ULC-4840,SHG-CHN-77,RECEIPT,28,430.64,04-Mar-25,PO-2025-0026,manager
TRX-01083,ELE-PES-2645,TOK-JAP-886,TRANSFER,-16,447.51,07-Jul-25,TR-2025-3964,QA
TRX-01084,ELE-SELL-1101,KAN-USA-1,RECEIPT,70,447.51,28-Jul-25,PO-2025-2128,admin
TRX-01085,CAB-PCC-4515,DBN-SA-70,TRANSFER,64,230.61,13-Jul-25,TR-2025-7112,admin
TRX-01086,ELE-PEH-4958,PAR-FRA-55,ISSUE,-89,361.57,13-Apr-25,SO-2025-7360,admin
TRX-01087,LIG-VLS-7914,LON-UK-44,TRANSFER,14,135.45,12-Jun-25,TR-2025-0198,admin
TRX-01088,CAB-HCRP-1461,PAR-FRA-55,ISSUE,-27,37.04,17-Jun-25,SO-2025-8194,QA
TRX-01089,ELE-PES-2645,SYD-AUS-81,TRANSFER,39,151.28,08-Apr-25,TR-2025-9772,admin
TRX-01090,ELE-SELL-1101,MUN-GER-49,TRANSFER,22,83.65,11-May-25,TR-2025-2995,clerk
TRX-01091,LIG-PLR-3427,MUM-IN-91,RECEIPT,105,151.28,05-Aug-25,PO-2025-5077,manager
TRX-01092,CAB-SCS-3360,CAI-EGY-15,ISSUE,-11,447.51,21-May-25,SO-2025-8496,admin
TRX-01093,ELE-PES-2645,SYD-AUS-81,RECEIPT,90,325.14,02-Aug-25,PO-2025-9147,clerk
TRX-01094,CAB-PCH-7464,BNG-IN-91,RECEIPT,23,135.45,06-May-25,PO-2025-1446,admin
TRX-01095,ELE-SELL-1101,MOS-RUS-92,RECEIPT,127,165.02,18-Mar-25,PO-2025-5704,QA
TRX-01096,LIG-SLS-8587,HYD-IN-91,TRANSFER,29,83.65,30-Jul-25,TR-2025-2214,clerk
TRX-01097,ELE-PER-6577,MOS-RUS-92,RECEIPT,137,430.64,15-Mar-25,PO-2025-0605,QA
TRX-01098,CAB-VCLL-5346,LON-UK-44,ISSUE,-99,518.05,22-Jul-25,SO-2025-6753,admin
TRX-01099,ELE-PEH-4958,HYD-IN-91,ISSUE,-55,230.61,02-Apr-25,SO-2025-4612,clerk
TRX-01100,ELE-SELL-1101,CAI-EGY-15,TRANSFER,63,85.75,19-Mar-25,TR-2025-6444,clerk
TRX-01101,CAB-SCCM-4572,JUA-MEX-52,ISSUE,-26,518.05,16-Jul-25,SO-2025-3557,clerk
TRX-01102,ELE-PEH-4958,TOR-CAN-33,ISSUE,-7,47.78,10-Jul-25,SO-2025-3116,admin
TRX-01103,ELE-PES-2645,MOS-RUS-92,ISSUE,-30,165.02,03-Jun-25,SO-2025-1333,manager
TRX-01104,CAB-UCR-3301,KAN-USA-1,TRANSFER,47,145.14,07-Aug-25,TR-2025-6718,manager
TRX-01105,ELE-SELL-1101,TOR-CAN-33,TRANSFER,14,165.02,06-Jun-25,TR-2025-6396,QA
TRX-01106,LIG-HLS-1447,TOR-CAN-33,RECEIPT,127,145.14,21-May-25,PO-2025-2565,manager
TRX-01107,ELE-DEH-2427,CAI-EGY-15,ISSUE,-18,447.51,27-Feb-25,SO-2025-8035,admin
TRX-01108,CAB-PCS-2592,CAI-EGY-15,RECEIPT,91,135.45,15-Jun-25,PO-2025-4241,clerk
TRX-01109,ELE-PES-2645,SHG-CHN-77,RECEIPT,51,230.61,07-May-25,PO-2025-5297,clerk
TRX-01110,ELE-SELL-1101,MUM-IN-91,ISSUE,-74,83.65,14-Apr-25,SO-2025-6844,admin
TRX-01111,LIG-HLC-9144,HYD-IN-91,TRANSFER,21,47.78,17-Feb-25,TR-2025-5205,clerk
TRX-01112,CAB-UCCM-8368,MUN-GER-49,ISSUE,-19,518.05,29-Mar-25,SO-2025-7742,manager
TRX-01113,ELE-PEH-4958,MUM-IN-91,RECEIPT,82,27.58,19-May-25,PO-2025-4746,QA
TRX-01114,ELE-PES-2645,JUA-MEX-52,TRANSFER,58,165.02,16-May-25,TR-2025-9573,admin
TRX-01115,CAB-DCH-5941,LON-UK-44,RECEIPT,78,430.64,15-Mar-25,PO-2025-8581,clerk
TRX-01116,ELE-SELL-1101,JUA-MEX-52,ISSUE,-54,70.3,26-Jul-25,SO-2025-0155,admin
TRX-01117,LIG-VLH-4354,MUM-IN-91,TRANSFER,-16,430.64,25-Apr-25,TR-2025-8669,manager
TRX-01118,CAB-PCH-8909,MUN-GER-49,ISSUE,-62,447.51,10-Jul-25,SO-2025-6457,clerk
TRX-01119,ELE-PES-2645,MOS-RUS-92,ISSUE,-23,447.51,19-Feb-25,SO-2025-9575,clerk
TRX-01120,ELE-SELL-1101,SHG-CHN-77,RECEIPT,95,230.61,08-May-25,PO-2025-1099,clerk
TRX-01121,LIG-DLRP-1379,CAI-EGY-15,ISSUE,-61,135.45,04-Aug-25,SO-2025-4319,clerk
TRX-01122,ELE-PES-2645,SHG-CHN-77,ISSUE,-77,165.02,03-Jun-25,SO-2025-7858,admin
TRX-01123,CAB-SCH-4757,KAN-USA-1,RECEIPT,92,70.3,25-Jul-25,PO-2025-8471,manager
TRX-01124,ELE-SELL-1101,HYD-IN-91,TRANSFER,45,447.51,12-May-25,TR-2025-4895,manager
TRX-01125,ELE-PES-2645,PAR-FRA-55,RECEIPT,133,37.04,14-Jun-25,PO-2025-1740,QA
TRX-01126,LIG-HLC-2172,HYD-IN-91,TRANSFER,43,361.57,06-Jul-25,TR-2025-1157,admin
TRX-01127,ELE-PES-2645,PAR-FRA-55,ISSUE,-20,70.3,03-Jun-25,SO-2025-6757,manager
TRX-01128,CAB-PCC-4723,SHG-CHN-77,ISSUE,-80,70.3,09-Jul-25,SO-2025-9362,admin
TRX-01129,ELE-SELL-1101,SYD-AUS-81,ISSUE,-10,83.65,22-Mar-25,SO-2025-6779,admin
TRX-01130,CAB-VCS-9964,SYD-AUS-81,RECEIPT,117,165.02,21-Apr-25,PO-2025-5635,manager
TRX-01131,ELE-PES-2645,DBN-SA-70,RECEIPT,18,151.28,25-Jun-25,PO-2025-6843,QA
TRX-01132,LIG-ULS-6122,DBN-SA-70,TRANSFER,57,385.05,17-Apr-25,TR-2025-5088,QA
TRX-01133,ELE-DEH-2427,TOR-CAN-33,TRANSFER,-16,361.57,25-Jun-25,TR-2025-0780,QA
TRX-01134,CAB-HCLL-1597,MOS-RUS-92,TRANSFER,-36,430.64,06-May-25,TR-2025-1860,clerk
TRX-01135,ELE-SELL-1101,SHG-CHN-77,TRANSFER,6,518.05,03-Jul-25,TR-2025-5680,manager
TRX-01136,LIG-PLR-3623,SYD-AUS-81,RECEIPT,37,145.14,11-May-25,PO-2025-6317,clerk
TRX-01137,CAB-SCC-8973,BNG-IN-91,RECEIPT,84,174.13,22-Feb-25,PO-2025-6265,clerk
TRX-01138,ELE-PEH-4958,CAI-EGY-15,RECEIPT,99,135.45,06-Mar-25,PO-2025-1296,clerk
TRX-01139,ELE-PES-2645,TOK-JAP-886,RECEIPT,141,85.75,01-Jun-25,PO-2025-5675,admin
TRX-01140,CAB-HCC-1231,MOS-RUS-92,TRANSFER,67,83.65,10-Mar-25,TR-2025-7259,admin
TRX-01141,ELE-SELL-1101,DBN-SA-70,TRANSFER,54,361.57,31-Jul-25,TR-2025-0298,manager
TRX-01142,CAB-PCH-1719,CAI-EGY-15,RECEIPT,56,447.51,16-Feb-25,PO-2025-7783,manager
TRX-01143,LIG-VLLL-7411,SYD-AUS-81,TRANSFER,-23,47.78,26-Jul-25,TR-2025-9602,admin
TRX-01144,ELE-PES-2645,PAR-FRA-55,TRANSFER,-52,518.05,20-Jun-25,TR-2025-8421,admin
TRX-01145,CAB-SCS-9865,MUM-IN-91,RECEIPT,21,47.78,16-Mar-25,PO-2025-0853,clerk
TRX-01146,ELE-SELL-1101,DBN-SA-70,RECEIPT,142,145.14,26-Apr-25,PO-2025-6647,QA
TRX-01147,ELE-PER-6577,KAN-USA-1,RECEIPT,105,135.45,25-Feb-25,PO-2025-7407,QA
TRX-01148,ELE-PEH-4958,KAN-USA-1,RECEIPT,71,27.58,20-May-25,PO-2025-8628,QA
TRX-01149,CAB-SCH-9306,CAI-EGY-15,TRANSFER,-41,430.64,08-Apr-25,TR-2025-6428,QA
